②⑼⑬③⑥②	'twixt
⑲②⑥②⒁⑵	outstayed
⑲②⑥②⒁⑹	outstays
⑲②⑷⒄②⑥	outvotes
⑲②⑷⒂⑬⑩	outvying
⑲②⑼⒌⑵⑹	outwards
⑲②⑼⒊⑬⑩	outwearing
⑲②⑼⒁⑬⑩	outweighing
⑲②⑼⑭⑿②	outwent
⑲②⑼⑬②⑥	outwits
⑲②⑼⒋③⑥	outworks
⒄⑷⒁⑦⑯⑿	ovation
⒃⑷⑯⑿⑼⒊	ovenware
⒄⑷⒌⑮③②	overact
⒄⑷⒌⒇⑪⑹	overalls
⒄⑷⒌⒈⑧②	overarched
⒄⑷⒌⒇⑬⑩	overawing
⒄⑷⒌⑴⒊⑹	overbears
⒄⑷⒌⑴⑬⑵	overbid
⒄⑷⒌⑴⒉⑵	overboard
⒄⑷⒌⑴⒉⑿	overborne
⒄⑷⒌③⒇⑪	overcall
⒄⑷⒌③⒁⑫	overcame
⒄⑷⒌⑧⒈⑻	overcharge
⒄⑷⒌③⒄②	overcoat
⒄⑷⒌③⒃⑫	overcome
⒄⑷⒌③⑱③	overcook
⒄⑷⒌⑵⑬⑵	overdid
⒄⑷⒌⑵⒃⑹	overdoes
⒄⑷⒌⑵⒃⑿	overdone
⒄⑷⒌⑵⒄⑥	overdose
⒄⑷⒌⑵⑾⒇	overdraw
⒄⑷⒌⑵⑾⒅	overdrew
⒄⑷⒌⒀⑶⒌	overeager
⒄⑷⒌⒀②⑥	overeats
⒄⑷⒌④⑭⑵	overfed
⒄⑷⒌④⒀⑵	overfeed
⒄⑷⒌④⑪⒅	overflew
⒄⑷⒌④⑪⒄	overflow
⒄⑷⒌④⑪⒂	overfly
⒄⑷⒌④⑱⑪	overfull
⒄⑷⒌⑽⑮⑩	overhang
⒄⑷⒌⑽⒇⑪	overhaul
⒄⑷⒌⑽⑭⑵	overhead
⒄⑷⒌⑽⒋⑵	overheard
⒄⑷⒌⑽⒍⑹	overhears
⒄⑷⒌⑽⒀②	overheat
⒄⑷⒌⑽⒃⑩	overhung
⒄⑷⒌⑻⒆⑵	overjoyed
⒄⑷⒌③⑬⑪	overkill
⒄⑷⒌⑪⒁⑵	overlaid
⒄⑷⒌⑪⒁⑿	overlain
⒄⑷⒌⑪⑮①	overlap
⒄⑷⒌⑪⒈⑻	overlarge
⒄⑷⒌⑪⒁⑹	overlays
⒄⑷⒌⑪⒀④	overleaf
⒄⑷⒌⑪⒀①	overleap
⒄⑷⒌⑪⒂⑹	overlies
⒄⑷⒌⑪⒄⑵	overload
⒄⑷⒌⑪⑱③	overlook
⒄⑷⒌⑪⒉⑵	overlord
⒄⑷⒌⑫⒃⑧	overmuch
⒄⑷⒌⑿⒂②	overnight
⒄⑷⒌①⒁⑵	overpaid
⒄⑷⒌①⑳⑥	overpass
⒄⑷⒌①⒁⑹	overpays
⒄⑷⒌①⑪⒁	overplay
⒄⑷⒌①⑲⒌	overpower
⒄⑷⒌⑾⑮⑿	overran
⒄⑷⒌⑾⒁②	overrate
⒄⑷⒌⑾⒀⑧	overreach
⒄⑷⒌⑾⒂⑵	override
⒄⑷⒌⑾⒂①	overripe
⒄⑷⒌⑾⒄⑵	overrode
⒄⑷⒌⑾⒅⑪	overrule
⒄⑷⒌⑾⒃⑿	overrun
⒄⑷⒌⑥③⒉	overscore
⒄⑷⒌⑥⒀⑹	overseas
⒄⑷⒌⑥⒀⑿	overseen
⒄⑷⒌⑥⒀⒌	overseer
⒄⑷⒌⑥⑭②	overset
⒄⑷⒌⑥⒄⑵	oversewed
⒄⑷⒌⑥⒄⑿	oversewn
⒄⑷⒌⑥⒄⑹	oversews
⒄⑷⒌⑦⒅⑹	overshoes
⒄⑷⒌⑦⒅②	overshoot
⒄⑷⒌⑦⑰②	overshot
⒄⑷⒌⑥⒂⑵	overside
⒄⑷⒌⑥⒂②	oversight
⒄⑷⒌⑥⒂⑹	oversize
⒄⑷⒌⑥②⒁	overstay
⒄⑷⒌②⒁③	overtake
⒄⑷⒌⑤⑾⒅	overthrew
⒄⑷⒌⑤⑾⒄	overthrow
⒄⑷⒌②⒂⑫	overtime
⒄⑷⒋②⑪⑬	overtly
⒄⑷⒌②⒄⑿	overtone
⒄⑷⒌②⑱③	overtook
⒄⑷⒌②⑰①	overtop
⒄⑷⒌⑧⑱⒌	overture
⒄⑷⒌②⒋⑿	overturn
⒄⑷⒌⑼⒁②	overweight
⒄⑷⒌⑼⒋③	overwork
⒄⑷⒌⑾⒇②	overwrought
⑲⑪⑬⑦⑪⑬	owlishly
⒄⑿⒌⑪⑯⑥	ownerless
⒄⑿⒌⑦⑬①	ownership
⑰③⑥⒂⑵⑹	oxides
⑰③⑥②⒁⑪	oxtail
①⑮⑥⑬④⒂	pacify
①⑮③⑬⑻⑵	packaged
①⑮③⑯②⑥	packets
①⑮③⑽⒉⑥	packhorse
①⑮⑵⑯⑪⑵	paddled
①⑮⑵⑯⑪⑹	paddles
①⑮⑵⑪⑬⑩	paddling
①⑮⑵⑯③⑥	paddocks
①⑮⑵⑪⑰③	padlock
①⑳⑵⑾⒁⑹	padres
①⒁⑶⑯⑿⑹	pagans
①⑮⑻⑯⑿②	pageant
①⑯⑶⒄⑵⑯	pagoda
①⒁⑪④⑱⑪	pailful
①⑮⑪⑬⑮⑥	palliasse
①⒁⑿④⑯⑪	painful
①⒁⑿⑪⑯⑥	painless
①⒁⑿②⑯⑵	painted
①⒁⑿②⒌⑹	painters
①⒁⑿②⑬⑩	painting
①⑮⑪⑯②⑥	pallets
①⑯⑪⑳⑷⒌	palaver
①⒁⑪④⒁⑥	paleface
①⒁⑪⑿⑯⑥	paleness
①⒁⑪⑯⑥②	palest
①⒇⑪④⑾⑬	palfrey
①⒁⑪⑬⑩⑹	palings
①⒇⑪⑴⒊⒌	pallbearer
①⑮⑪⑬⒁②	palliate
①⑳⑫⑬⑥②	palmist
①⒇⑪⑹⑬⑵	palsied
①⒇⑪⑹⑬⑹	palsies
①⒇⑪②⒌⑵	paltered
①⒇⑪②⒌⑹	palters
①⒇⑪②⑾⑬	paltry
①⑮⑫⑯⑪⑯	pamela
①⑮⑫①⑯⑥	pampas
①⑮⑫①⒌⑵	pampered
①⑮⑫①⒌⑹	pampers
①⑮⑿⑯⑥⒎	panacea
①⑮⑿⑯⑫⑳	panama
①⑮⑿③⒁③	pancake
①⑮⑿⑵⑯⑹	pandas
①⑮⑿⑵⒌⑵	pandered
①⑮⑿⑵⒌⑹	panders
①⑮⑿⑯⑪⑵	panelled
①⑮⑿⑯⑪⑹	panels
①⑮⑩⑶⑯⑹	pangas
①⑮⑿⑬③②	panicked
①⑮⑿⑬③⑬	panicky
①⑮⑿⑬③⑥	panics
①⑮⑿⑹⑬⑹	pansies
①⑮⑿②⑯⑵	panted
①⑮⑿⑤⒎⑿	pantheon
①⑮⑿⑤⒌⑹	panthers
①⑮⑿②⑬⑹	panties
①⑮⑿②⒂⑪	pantile
①⑮⑿②⑬⑩	panting
①⑮⑿②⒄⑹	pantos
①⑮⑿②⑾⑬	pantry
①⑮⑿②⑥⒌	panzer
①⒁①⑯⑥⑬	papacy
①⑯①⒂⑯⑹	papayas
①⒁①⒌⑬⑩	papering
①⒁①⑬⑥②	papist
①⑮①⑱⑯⑿	papuan
①⑯①⒂⑾⒂	papyri
①⒌⒁⑵⑯⑵	paraded
①⒌⒁⑵⑬⑩	parading
①⒈⑴⒆⑪⑵	parboiled
①⒈⑴⒆⑪⑹	parboils
①⒈⑥⑯⑪⑵	parcelled
①⒈⑥⑯⑪⑹	parcels
①⒈⑵⑯⑿⑵	pardoned
①⒈⑵⑯⑿⒌	pardoner
①⒈⑵⑯⑿⑹	pardons
①⒊⑯⑿②⑥	parents
①⒌⑬⑹⒎⑿	parisian
①⑮⑾⑬②⑬	parity
①⒈⑪⑯⑿⑥	parlance
①⒈⑪⑬⑬⑩	parleying
①⒌⒄③⒎⑪	parochial
①⑮⑾⑯⑵⑬	parody
①⒌⒄⑪⑬⑩	paroling
①⑮⑾⑯②⑥	parrots
①⑮⑾⑬⑬⑩	parrying
①⒈⑥⑿⑬①	parsnip
①⒈⑥⑯⑿⑹	parsons
①⒈②⒁③⑥	partakes
①⒈⑦⑯⑪⑬	partially
①⒈②⑬⑩⑹	partings
①⒈②⑿⒌⑵	partnered
①⒈②⑿⒌⑹	partners
①⒈②⑾⑬⑻	partridge
①⒈⑷⑯⑿⒅	parvenu
①⑮⑥③⑯⑪	paschal
①⑳⑥⑴⑱③	passbook
①⑳⑥③⒄⑵	passcode
①⑮⑦⑯⑿⑹	passions
①⑮⑥⑬⑷⑹	passives
①⑳⑥③⒀⑹	passkeys
①⑳⑥⒄⑷⒌	passover
①⑳⑥①⒉②	passport
①⑳⑥⑼⒋⑵	password
①⒁⑥②⑯⑵	pasted
①⑮⑥②⑯⑪	pastel
①⑮⑥②⒌⑿	pastern
①⑮⑥②⒀⑦	pastiche
①⒁⑥②⑬⒌	pastier
①⑮⑥②⑬⑹	pasties
①⑮⑥②⑬⑪	pastille
①⑳⑥②⒂⑫	pastime
①⒁⑥②⑬⑩	pasting
①⑳⑥②⒌⑹	pastors
①⒁⑥②⑾⑬	pastry
①⑳⑥⑧⒌⑵	pastured
①⑳⑥⑧⒌⑹	pastures
①⑮⑧⑬⑪⑬	patchily
①⑮⑧⒅⑪⑬	patchouli
①⑮⑧⑼⒋③	patchwork
①⑯②⑭⑪⑯	patella
①⒁②⑯⑿②	patent
①⑳⑤⑪⑯⑥	pathless
①⑳⑤⑼⒁⑹	pathways
①⒁⑦⑯⑿⑥	patience
①⒁⑦⑯⑿②	patient
①⑯②⒀⑿⑯	patina
①⑮②⑬⒄⑹	patios
①⑮②⑼⑳⑹	patois
①⒁②⑾⒎⑪	patrial
①⒁②⑾⒎②	patriot
①⑯②⑾⒄⑪	patrol
①⒁②⑾⑯⑿	patron
①⑮②⑯⑿⑹	pattens
①⑮②⒌⑬⑩	pattering
①⑮②⒌⑿⑵	patterned
①⑮②⒌⑿⑹	patterns
①⒇⑥⑬②⑬	paucity
①⒇⑿⑧⑯⑹	paunches
①⒇⑿⑧⑬⒌	paunchier
①⒇①⒌⒂⑹	pauperise
①⒇③⑬⑪⑬	pawkily
①⒇⑿⑦⑰①	pawnshop
①⑮③⑥⑯⑹	paxes
①⒁⑯⑴⑯⑪	payable
①⒁⑧⑭③⑥	paychecks
①⒁⑪⒄⑵⑹	payloads
①⒁⑫⑯⑿②	payment
①⒁⑿⑬⑫⑹	paynims
①⒁④⒄⑿⑹	payphones
①⒁⑾⒄⑪⑹	payrolls
①⒁⑦⒀②⑥	paysheets
①⒁⑥⑪⑬①	payslip
①⒀⑥④⑯⑪	peaceful
①⒀⑥②⒂⑫	peacetime
①⒀③⑰③⑥	peacocks
①⒀④⑲⑪⑹	peafowls
①⒀⑽⑭⑿⑹	peahens
①⒀⑿⒃②⑥	peanuts
①⒊⑫⒁⑿⑹	pearmains
①⑭⑹⑯⑿②	peasant
①⒀⑦⒅②⒌	peashooter
①⒀⑥⒅①⒌	peasouper
①⑭⑴⑯⑪⑹	pebbles
①⑭⑴⑪⑬⒌	pebblier
①⑬③⑮⑿⑹	pecans
①⑭③⒌⑬⑹	peccaries
①⑭③②⑬③	pectic
①⑭③②⑬⑿	pectin
①⑬③⒏⑪⒍	peculiar
①⑭⑵⑯⑪⑵	pedalled
①⑭⑵⑯⑪⑹	pedals
①⑭⑵⑯⑿②	pedant
①⑭⑵⑪⒌⑹	pedlars
①⑭⑵⑪⑬⑩	peddling
①⒀⑪⑬⑩⑹	peelings
①⒀①⑽⒄⑪	peephole
①⒀①⑦⒄⑹	peepshows
①⒀①⑯⑪⑹	peoples
①⒍⑬⑻⑯⑹	peerages
①⒍⑭⑥⑯⑹	peeresses
①⒀⑼⑬②⑥	peewits
①⒁⑿⑼⒈⑹	peignoirs
①⑭⑪⑯②⑥	pellets
①⑭⑪⑫⑯②	pelmet
①⑯⑪⒄②⑯	pelota
①⑭⑪②⑯⑵	pelted
①⑭⑪②⑬⑹	pelties
①⑭⑪②⑬⑩	pelting
①⑭⑪⑷⒀⑹	pelves
①⑭⑪⑷⑬③	pelvic
①⑭⑪⑷⑬⑥	pelvis
①⒀⑿⑯⑪⑬	penally
①⑭⑿⑯⑿⑥	penance
①⑳⑿⑦⑳⑿	penchant
①⑭⑿⑥⑯⑪	pencil
①⑭⑿⑵⑬⑩	pending
①⑭⑿⑿⒂④	penknife
①⑭⑿⒌⑤⑥	penn'orths
①⑭⑿⑯⑿②	pennant
①⑭⑿⑯⑿⑹	pennons
①⑭⑿⑦⑯⑿	pension
①⑭⑿⑥⑬⑷	pensive
①⒀①⑯⑪⑵	peopled
①⒀①⑪⑬⑩	peopling
①⑯①⒀②⑯	pepita
①⑭①⒌⑬⑩	peppering
①⑭①⑥⑬⑿	pepsin
①⑭①②⑬③	peptic
①⒌⑥⒀⑷⑵	perceived
①⒌⑥⒀⑷⒌	perceiver
①⒌⑥⒀⑷⑹	perceives
①⒌⑥⑭⑿②	percent
①⒌⑧⑳⑿⑥	perchance
①⒌⑭⑿⒎⑪	perennial
①⒋④⑬③②	perfect
①⒌④⑭③②	perfect
①⒋④⑬⑵⑬	perfidy
①⒋④⒌⒁②	perforate
①⒌④⒉⑫⑵	performed
①⒌④⒉⑫⒌	performer
①⒌④⒉⑫⑹	performs
①⒌④⒏⑫⑵	perfumed
①⒋④⒏⑫⒌	perfumer
①⒋④⒏⑫⑹	perfumes
①⒌④⒏⑫⑹	perfumes
①⒋⑶⑯⑪⑯	pergola
①⒌⑽⑮①⑥	perhaps
①⑭⑾⑬⑻⒀	perigee
①⑭⑾⑯⑪⑵	perilled
①⑭⑾⑯⑪⑹	perils
①⒌⑬④⒌⑬	periphery
①⑭⑾⑬⑦②	perished
①⑭⑾⑬⑦⒌	perisher
①⒋⑻⒌⒌⑹	perjurers
①⒋⑻⒌⑬⑹	perjuries
①⒋⑻⒌⑬⑩	perjuring
①⒋③⑬⑪⑬	perkily
①⒋⑫⑬⒁②	permeate
①⒋⑫⑬②⑥	permits
①⒌⑫⑬②⑥	permits
①⒌⑫⒏②⑥	permutes
①⒋⑥⑯⑷⒍	persevere
①⒋⑺⑯⑿⑹	persians
①⒌⑥⑬⑥②	persist
①⒌⑥⒄⑿⑯	persona
①⒌⑥⒄⑿⒀	personae
①⒋⑥⑯⑿⑹	persons
①⒌⑥①⒂⒌	perspire
①⒌⑥⑼⒁⑵	persuade
①⒌②⒁⑿⑵	pertained
①⒌②⒁⑿⑹	pertains
①⒋②⑿⑯⑥	pertness
①⒌②⒋⑴⑵	perturbed
①⒌②⒋⑴⑹	perturbs
①⒌⒅⑹⑯⑪	perusal
①⒌⒅⑹⑯⑹	peruses
①⒌⒅⑹⑬⑩	perusing
①⒌⒅⑷⒎⑿	peruvian
①⒌⑷⒁⑵⑹	pervades
①⒋⑷⒋②⑥	perverts
①⒌⑷⒋②⑥	perverts
①⑯⑥⒁②⑯	peseta
①⑭⑥③⑬⒌	peskier
①⑭⑥⒌⑬⑹	pessaries
①⑭⑥②⒌⑵	pestered
①⑭⑥②⒌⑹	pesters
①⑭⑥⑯⑪⑵	pestled
①⑭⑥⑯⑪⑹	pestles
①⑭⑥⑪⑬⑩	pestling
①⑭②⑯⑪⑵	petalled
①⑭②⑯⑪⑹	petals
①⑬②⒈⑵⑹	petards
①⒀②⒌⑬⑩	petering
①⑭②⑾⑯⑪	petrol
①⑭②⑬⑪⑬	pettily
①⑯②⒏⑿⒎	petunia
①⒁⒄②⑬⑹	peyotes
④⑭⑿⑬⑶⑹	pfennigs
④⒁②⑯⑿⑹	phaetons
④⑮⑿②⑯⑫	phantom
④⑮⑾⑬⑥⒀	pharisee
④⒈⑫⑯⑥⑬	pharmacy
①⒀⒁⑧⑵⒀	phd
④⑭⑹⑯⑿②	pheasant
④⒀⑿⑬③⑥	phoenix
④⒄⑿⑴⒅⑤	phonebooth
④⒄⑿③⒇⑪	phonecall
④⒄⑿⒀⑫⑹	phonemes
④⑰⑿⑬③⑥	phonics
④⑰⑹⑻⒀⑿	phosgene
④⑰⑥④⒁②	phosphate
④⒄②⑰⑿⑹	photons
④⑾⒁⑹⑯⑪	phrasal
④⑾⒁⑹⑯⑹	phrases
④⑾⒁⑹⑬⑩	phrasing
④⒂⑪⑯⑫⑹	phylums
④⑬⑹⑬③⑥	physics
④⑬⑹⒀③⑥	physiques
①⒎⑿⑬⑥②	pianist
①⒎⑿⒄⑪⑯	pianola
①⑬⑮⑿⒄⑹	pianos
①⑬⑮⑥②⒌	piastre
①⑬⑮②⑥⑯	piazza
①⒀⑴⑾⑰③	pibroch
①⑬③⑯⑵⒉	picador
①⑬③⑯⑪⒄	piccolo
①⑬③⑮③⑥	pickaxe
①⑬③⒌⑯⑪	pickerel
①⑬③⑯②⑥	pickets
①⑬③⑬⑩⑹	pickings
①⑬③⑯⑪⑵	pickled
①⑬③⑯⑪⑹	pickles
①⑬③⑪⑬⑩	pickling
①⑬③⒃①⑥	pickups
①⑬③⑿⑬③	picnic
①⑬③⑾⑬③	picric
①⑬③⑧⒌⑵	pictured
①⑬③⑧⒌⑹	pictures
①⑬⑵⑯⑪⑵	piddled
①⑬⑵⑯⑪⑹	piddles
①⑬⑵⑪⑬⑩	piddling
①⑬⑻⑬⑿⑹	pidgins
①⒂⑴⒇⑪⑵	piebald
①⒀⑥⑫⒀⑪	piecemeal
①⒀⑥⑼⒋③	piecework
①⒀⑭②⑳⑹	pietas
①⒂⑯②⑬⑹	pieties
①⑬④⑯⑪⑵	piffled
①⑬④⑯⑪⑹	piffles
①⑬④⑪⑬⑩	piffling
①⑬⑶⑴⒄②	pigboat
①⑬⑻⑯⑿⑹	pigeons
①⑬⑶⒌⑬⑹	piggeries
①⑬⑶⑪⑯②	piglet
①⑬⑶⑫⑬⑹	pygmies
①⑬⑶⑥②⒂	pigsty
①⑬⑶②⒁⑪	pigtail
①⑬⑶⑼⑰⑦	pigwash
①⑬⑪⑧⒌⑵	pilchard
①⑬⑪③⑾⒄	pilcrow
①⑬⑪④⒌⑵	pilfered
①⑬⑪④⒌⒌	pilferer
①⑬⑪④⒌⑹	pilfers
①⑬⑪⑬⑻⑵	pillaged
①⑬⑪⑬⑻⒌	pillager
①⑬⑪⒎⑿⑹	pillions
①⑬⑪⒌⑬⑹	pillories
①⑬⑪⒄⑬⑩	pillowing
①⒂⑪⑯②⑥	pilots
①⑬⑫①⑬⑩	pimping
①⑬⑫①⑯⑪	pimple
①⑬⑫①⑪⑬	pimply
①⑬⑿⑯④⒉	pinafore
①⑬⑿⑴⒇⑪	pinball
①⑬⑿⑥⒌⑹	pincers
①⑬⑿⑧⒌⑹	pinchers
①⑬⑿⑧⑯⑹	pinches
①⑬⑿⑧⑬⑩	pinching
①⑬⑩①⑰⑩	pingpong
①⑬⑿⑽⑭⑵	pinhead
①⑬⑿⑨⑯⑿	pinion
①⑬⑩③⑬⑩	pinking
①⑬⑩③⑬⑦	pinkish
①⑬⑿⑼⒀⑪	pinwheel
①⒂⑯⑿⒍⑵	pioneered
①⒂⑯⑿⒍⑹	pioneers
①⒂⑯⑥⑪⑬	piously
①⒂①③⑪⒁	pipeclay
①⒂①④⑱⑪	pipeful
①⒂①⑪⒂⑿	pipeline
①⑬①⑭②⑥	pipettes
①⒂①⑼⒋③	pipework
①⑬①⑬⑿⑹	pippins
①⒀③⑳⑿②	piquant
①⒂⑾⑯⑥⑬	piracy
①⒂⑾⑯②⑥	pirates
①⑬⑾⒅⑭②	pirouette
①⑬⑥②⑯⑪	pistol
①⑬⑥②⑯⑿	piston
①⑬⑧④⒉③	pitchfork
①⑬②④⒇⑪	pitfall
①⑬②⑽⑭⑵	pithead
①⑬⑤⑬⑪⑬	pithily
①⑬②⑫⑯⑿	pitman
①⑬②⑫⑭⑿	pitmen
①⒀②⑰⑿⑹	pitons
①⑬②⑥⒇⑹	pitsaws
①⑬②⑯⑿⑥	pittance
①⑬②⑬⑬⑩	pitying
①⑬⑷⑯②⑥	pivots
①⑬③⑥⑯⑪	pixel
①⑬③⑥⑬⑹	pixies
①⒀②⑥⑯⑹	pizzas
①⑪⑮③⒈⑵	placard
①⑪⑯③⒁②	placate
①⑪⒁⑥⑯⑹	places
①⑪⑮⑥⑬⑵	placid
①⑪⒁⑥⑬⑩	placing
①⑪⑮③⑯②	placket
①⑪⒁⑶⑬⑩	plaguing
①⑪⒁⑿⑬⑩	planing
①⑪⒁⑿⑪⑬	plainly
①⑪⒁⑿②⑥	plaints
①⑪⑮②⑯⑵	plaited
①⑪⑮②⑬⑩	plaiting
①⑪⑮⑿⑯②	planet
①⑪⑮⑩③②	planked
①⑪⑮⑩③⑥	planks
①⑪⑮⑿⒌⑹	planners
①⑪⑮⑿⑬⑩	planning
①⑪⑳⑿②⒌	planter
①⑪⑳⑿②⑥	plants
①⑪⑮⑦⑯⑹	plashes
①⑪⑮⑦⑬⑩	plashing
①⑪⑮⑹⑯⑫	plasm
①⑪⑮⑹⑫⑯	plasma
①⑪⑳⑥②⒌	plaster
①⑪⑮②⒄⑹	plateaux
①⑪⒁②⑯⑵	plated
①⑪⒁②⑬⑩	plating
①⑪⑯②⒅⑿	platoon
①⑪⑮②⒌⑹	platters
①⑪⒇⑵⑬②	plaudit
①⑪⒁⑴⑮③	playback
①⑪⒁⑴⑬⑪	playbill
①⑪⒁⑴⒆⑹	playboys
①⑪⒁④⑯⑪	playful
①⑪⒁⑶⒄⒌	playgoer
①⑪⒁⑽⑲⑥	playhouse
①⑪⒁⑬⑩⑹	playings
①⑪⒁⑪⑯②	playlet
①⑪⒁⑫⒁②	playmate
①⑪⒁①⑭⑿	playpen
①⑪⒁⑾⒅⑫	playroom
①⑪⒁⑥⒅②	playsuit
①⑪⒁⑤⑬⑩	plaything
①⑪⒁②⒂⑫	playtime
①⑪⒁⑾⒂②	playwright
①⑪⑳⑹⑯⑹	plazas
①⒀⑭⑪⑥⒀	plc
①⑪⒀⑧⑯⑹	pleaches
①⑪⒀⑧⑬⑩	pleaching
①⑪⒀⑵⑯⑵	pleaded
①⑪⒀⑵⑬⑩	pleading
①⑪⒀⑹⑯⑹	pleases
①⑪⒀⑹⑬⑩	pleasing
①⑪⑭⑺⒌⑹	pleasures
①⑪⒀②⑯⑵	pleated
①⑪⒀②⑬⑩	pleating
①⑪⑬⑴⒎⑿	plebeian
①⑪⑭⑻⑯⑹	pledges
①⑪⑭⑻⑬⑩	pledging
①⑪⒀⑿⒌⑬	plenary
①⑪⑭⑿②⑬	plenty
①⑪⑭⑤⒌⑯	plethora
①⑪⒂⑯⑿②	pliant
①⑪⒂②⑯⑵	plighted
①⑪⒂②⑬⑩	plighting
①⑪⑬⑿⑤⑥	plinths
①⑪⑰⑵⑯⑵	plodded
①⑪⑰⑵⒌⑹	plodders
①⑪⑰⑵⑬⑩	plodding
①⑪⑰⑩③②	plonked
①⑪⑰⑩③⑥	plonks
①⑪⑰①⑬⑩	plopping
①⑪⒄⑥⑬⑷	plosive
①⑪⑰②⑯⑵	plotted
①⑪⑰②⒌⑹	plotters
①⑪⑰②⑬⑩	plotting
①⑪⑲⑴⒆⑹	ploughboys
①⑪⑲⑫⑯⑿	ploughman
①⑪⑲⑫⑭⑿	ploughmen
①⑪⑲⑦⒊⑹	ploughshares
①⑪⒃⑷⒌⑹	plovers
①⑪⒃③⑬⒌	pluckier
①⑪⒃③⑬⑩	plucking
①⑪⒃⑶⑬⑩	plugging
①⑪⒅⑫⑬⑻	plumage
①⑪⒃⑫⒌⑹	plumbers
①⑪⒃⑫⑬⑩	plumbing
①⑪⒅⑫⑬⑩	pluming
①⑪⒃⑫⑯②	plummet
①⑪⒃⑫⑬⒌	plummier
①⑪⒃⑫①②	plumped
①⑪⒃⑫①⒌	plumper
①⑪⒃⑫①⑥	plumps
①⑪⒃⑿⑵⒌	plunder
①⑪⒃⑿⑻⑵	plunged
①⑪⒃⑿⑻⒌	plunger
①⑪⒃⑩③⑥	plunks
①⑪⑱⒌⑯⑪	plural
①⑪⒃⑥⑯⑹	pluses
①⑪⒃⑦⑬⒌	plushier
①⑪⒅②⒄⑹	plutos
①⑪⒂⑼⑱⑵	plywood
⑿⒏⑫⒄⑿⒎	pneumonia
①⑰③⑯②⑥	pockets
①⒄⑵⒎⑫⑹	podiums
①⒄⑯②⑭⑥	poetess
①⒄⑭②⑬③	poetic
①⒄⑯②⑾⑬	poetry
①⑰⑶⑾⑯⑫	pogrom
①⒆⑿②⑯⑵	pointed
①⒆⑿②⒌⑹	pointers
①⒆⑿②⑬⑩	pointing
①⒆⑹⑯⑿⑵	poisoned
①⒆⑹⑯⑿⒌	poisoner
①⒆⑹⑯⑿⑹	poisons
①⒄⑪⒌⒂⑹	polarise
①⒄⑪⒌⒆⑵	polaroid
①⒄⑪⑮③⑥	poleax
①⒄⑪③⑮②	polecat
①⑯⑪⒀⑥②	policed
①⑰⑪⑯⑥⑬	policy
①⑰⑪⑬⑦②	polished
①⑰⑪⑬⑦⒌	polisher
①⑯⑪⒂②⒌	politer
①⑰⑪⑬②⑬	polity
①⑰⑪③⑯⑹	polkas
①⑰⑪⒌⑵⑹	pollards
①⒄⑪⑥②⒌	pollster
①⑯⑪⒅②⒌	polluter
①⑯⑪⒅②⑥	pollutes
①⑯⑪⒄⑿⑬	polony
①⑰⑪⑬⑫⒌	polymer
①⑰⑪⑬①⒂	polypi
①⑰⑪⑬①⑥	polyps
①⑯⑫⑳⑵⑹	pomades
①⑰⑫⑯⑪⒄	pomelo
①⒃⑫⑯⑪⑵	pummelled
①⑰⑫⑯⑪⑹	pommels
①⒃⑫⑯⑪⑹	pummels
①⑰⑫①⑰⑿	pompon
①⑰⑫①⑯⑥	pompous
①⑰⑿⑥⑯⑹	ponces
①⑰⑿⑧⒄⑹	ponchos
①⑰⑿⑵⒌⑵	pondered
①⑰⑿⑵⒌⑹	ponders
①⑰⑿⑨⒌⑵	poniard
①⑰⑿②⑬④	pontiff
①⑰⑿②⒅⑿	pontoon
①⒅⑵⑯⑪⑹	poodles
①⒅⑪⑾⒅⑫	poolroom
①⑱⒌⑯⑥②	poorest
①⑱⒌⑽⑲⑥	poorhouse
①⑱⒌⑿⑯⑥	poorness
①⑰①③⒉⑿	popcorn
①⑰①⑶⒃⑿	popgun
①⑰①⑪⒌⑹	poplars
①⑰①⑪⑬⑿	poplin
①⑰①⑯②⑥	poppets
①⒉④⑬⑾⑬	porphyry
①⒉②⑯⑪⑹	portals
①⒉②⑭⑿⑵	portend
①⒉②⑭⑿②	portent
①⒉②⒌⑬⑻	porterage
①⒉②⑽⒄⑪	porthole
①⒉②⑬③⒄	portico
①⒉②⑬⒊⑹	portieres
①⒉⑦⑯⑿⑵	portioned
①⒉⑦⑯⑿⑹	portions
①⒉②⑾⑬②	portrait
①⒉②⑾⒁⑵	portrayed
①⒉②⑾⒁⑹	portrays
①⑰⑦⑯⑥②	poshest
①⑰⑹⑬②⑥	posits
①⑯⑹⑭⑥②	possessed
①⑯⑹⑭⑥⒌	possessor
①⑰⑥⑯②⑥	possets
①⑰⑥⑯⑫⑹	possums
①⒄⑥②⑬⑻	postage
①⒄⑥②⑯⑪	postal
①⒄⑥②⑯⑵	posted
①⑰⑥②⒍⒍	posterior
①⑰⑥②⒌⑿	postern
①⒄⑥②⒌⑹	posters
①⒄⑥②⑬⑩	posting
①⑰⑥⑧⒌⑵	postured
①⑰⑥⑧⒌⑹	postures
①⑯②⒁②⒄	potato
①⑰②⑴⒆⑹	potboys
①⒄②⑯⑿②	potent
①⑰②⑽⑭⑵	pothead
①⑰②⑽⒋⑴	potherb
①⑰②⑽⒄⑪	pothole
①⑰②⑽⑱③	pothook
①⑰②⑽⑲⑥	pothouse
