⑮⑴⑯⑥⒂	abaci
⒄⑪⑵⑯⑿	olden
⒄⑪⑵⑬⑦	oldish
⑰⑪⑬⑷⑹	olives
⒄⑫⑳⑿⑬	omani
⒄⑫⑭⑶⑯	omega
⑰⑫⑪⑯②	omelette
⒄⑫⑯⑿⑵	omened
⒄⑫⑯⑿⑹	omens
⒄⑫⑬②⑥	omits
⑰⑿⑴⒉⑵	onboard
⑰⑿③⒃⑫	oncome
⒄⑿⒌⑯⑥	onerous
⒃⑿⑨⑯⑿	onion
⑰⑿⑪⒂⑿	online
⑰⑿⑾⒃⑦	onrush
⑰⑿⑥⑭②	onset
⑰⑿⑼⒌⑵	onward
⑰⑿⑬③⑥	onyx
⒅⑴⑪⑭③	oobleck
⒅⑵⑯⑪⑹	oodles
⒄①⑯⑪⑹	opals
⒄①⑯⑿⑵	opened
⒄①⑯⑿⒌	opener
⒄①⑯⑿⑹	opens
⑰①⒌⑯⑹	operas
⑰①⒌⒁②	operate
⒄①⒎②⑥	opiates
⑯①⒂⑿⑵	opined
⑯①⒂⑿⑹	opines
⒄①⑬⒆⑵	opioid
⑯①⒄⑹⑵	opposed
⑯①⑾⑭⑥	oppress
⑯①⒏⑿⑵	oppugned
⑯①⒏⑿⑹	oppugns
⑰①②⑯⑵	opted
⑰①②⑬③	optic
⑰①②⑬⑩	opting
⑰①⑦⑯⑿	option
⑰⑾⑬⑿⑻	orange
⑰⑾⒁②⑥	orates
⑰⑾⑯②⒌	orator
⒉⑴⑬②⑥	orbits
⒉⑧⒌⑵⑹	orchards
⒉③⑬⑵⑹	orchids
⒉⑵⒁⑿⑵	ordained
⒉⑵⒁⑿⑹	ordains
⒉⑵⒀⑪⑹	ordeals
⒉⑵⒌⑬⑩	ordering
⒉⑵⒌⑪⑬	orderly
⒉⑵⑨⑱⒌	ordure
⒉⑶⑯⑿⑹	organs
⒉⒎⑿②⑥	orients
⒉⑪⑰①⑥	orlops
⒉⑫⑯⑪⒅	ormolu
⒉④⑯⑿⑵	orphaned
⒉④⑯⑿⑹	orphans
⑰⑾⑬③⑥	oryx
⑰⑥③⒌⑹	oscars
⑰⑥①⑾⑬	osprey
⑰⑥⑬④⒂	ossify
⑰⑥⑪⒌⑹	ostlers
⒄⑦⑬⒄⑥	otiose
⒇②⑯⑿②	oughtn't
⑼⒀⑻⑯⑹	ouijas
⑲⑿⑥⑯⑹	ounces
⑲⑥②⑯⑵	ousted
⑲⑥②⑬⑩	ousting
⑲②⑴⑮③	outback
⑲②⑴⑬⑵	outbid
⑲②⑴⒉⑵	outboard
⑲②③⒃⑫	outcome
⑲②③⑾⒂	outcry
⑲②⑵⑬⑵	outdid
⑲②⑵⒃⑹	outdoes
⑲②⑵⒃⑿	outdone
⑲②⑵⒉⑹	outdoors
⑲②④⒁⑥	outface
⑲②④⒇⑪	outfall
⑲②④⒂②	outfight
⑲②④⑬②	outfit
⑲②④⑪⒄	outflow
⑲②④⒇②	outfought
⑲②⑶⒄⑹	outgoes
⑲②⑶⑰⑿	outgone
⑲②⑶⑾⒅	outgrew
⑲②⑶⑾⒄	outgrow
⑲②⑽⑲⑥	outhouse
⑲②⑬⑩⑹	outings
⑲②⑪⒇⑵	outlawed
⑲②⑪⒉⑬	outlawry
⑲②⑪⒇⑹	outlaws
⑲②⑪⒁⑹	outlays
⑲②⑪⑭②	outlet
⑲②⑪⒂⒌	outlier
⑲②⑪⒂⑿	outline
⑲②⑪⑬⑷	outlive
⑲②⑪⑱③	outlook
⑲②⑫⒈⑧	outmarch
⑲②⑫⑮⑧	outmatch
⑲②①⑪⒁	outplay
⑲②①⒉②	outport
⑲②①⑱②	output
⑲②⑾⒁⑻	outrage
⑲②⑾⑮⑿	outran
⑲②⑾⒂⑵	outride
⑲②⑾⒂②	outright
⑲②⑾⒄⑵	outrode
⑲②⑾⒃⑿	outrun
⑲②⑥⒁⑪	outsail
⑲②⑥⑭②	outset
⑲②⑦⒂⑿	outshine
⑲②⑦⑰⑿	outshone
⑲②⑥⒂⑵	outside
⑲②⑥⒂⑹	outsize
⑲②⑥②⒊	outstare
⑲②⑥②⒁	outstay
⑲②⑷⒂⑵	outvied
⑲②⑷⒂⑹	outvies
⑲②⑷⒄②	outvote
⑲②⑼⒌⑵	outward
⑲②⑼⒊⑹	outwears
⑲②⑼⒁⑵	outweighed
⑲②⑼⒁⑹	outweighs
⑲②⑼⑬②	outwit
⑲②⑼⒋③	outwork
⑲②⑼⒉⑿	outworn
⒅⑹⑯⑪⑹	ouzels
⒄⑷⑯⑪⑹	ovals
⒄⑷⒌⑬⑹	ovaries
⒃⑷⑯⑿⑹	ovens
⒄⑷⒌⒇⑪	overall
⒄⑷⒌⒈⑧	overarch
⒄⑷⒌⒈⑫	overarm
⒄⑷⒌⒁②	overate
⒄⑷⒌⒇⑵	overawed
⒄⑷⒌⒇⑹	overawes
⒄⑷⒌⑴⒊	overbear
⒄⑷⒌⑴⒉	overbore
⒄⑷⒌⑵⒅	overdo
⒄⑷⒌⑵⒏	overdue
⒄⑷⒌⒀②	overeat
⒄⑷⒌⑽⒍	overhear
⒄⑷⒌⑪⒁	overlay
⒄⑷⒌⑪⒂	overlie
⒄⑷⒌⑪⑬	overly
⒄⑷⒌①⒁	overpay
⒄⑷⒌⑥⒇	oversaw
⒄⑷⒌⑥⒀	oversee
⒄⑷⒌⑥⒄	oversew
⒄⑷⒌⑦⒅	overshoe
⒄⑷⒌⑷⒏	overview
⒄⑷⒆⑵⑹	ovoids
⑲⑪⑯②⑥	owlets
⑰③⑥⑯⑿	oxen
⑰③⑥⒂⑵	oxide
⑰③⑥⒂⑹	oxeyes
⒆⑥②⒌⑹	oysters
①⒁⑥⑯⑹	paces
①⒁⑥⑬⑩	pacing
①⑮③⑬⑻	package
①⑮③⒌⑹	packers
①⑮③⑯②	packet
①⑮③⑬⑩	packing
①⑮③②⑥	pacts
①⑮⑵⑯⑵	padded
①⑮⑵⑬⑹	paddies
①⑮⑵⑬⑩	padding
①⑮⑵⑯⑪	paddle
①⑮⑵⑯③	paddock
①⑳⑵⑾⒁	padre
①⒎⑿⑬⑹	peonies
①⒁⑶⑯⑿	pagan
①⒁⑻⑯⑹	pages
①⒁⑻⑬⑩	paging
①⒁⑿⑬⑩	paining
①⒁⑿②⒌	painter
①⒁⑿②⑥	paints
①⒁⑹⑪⑬	paisley
①⑮⑪⑯⑥	palace
①⑮⑪⑯②	palette
①⒁⑪⑪⑬	palely
①⒁⑪⑬⑩	paling
①⒁⑪⑬⑦	palish
①⑮⑪⑬⑵	pallid
①⑮⑪⑬⒌	pallier
①⑮⑪⑬⑩	palling
①⒇⑪⑬⑩	palling
①⑳⑫⒌⑹	palmers
①⑳⑫⑬⒌	palmier
①⑳⑫⑬⑩	palming
①⒇⑪⑹⑬	palsy
①⒇⑪②⒌	palter
①⑮⑫①⒌	pamper
①⑯⑿⑮⑦	panache
①⑮⑿⑵⑯	panda
①⑮⑿⑵⒌	pander
①⑮⑿⑯⑪	panel
①⑮⑩⑶⑯	panga
①⑮⑿⑬③	panic
①⑮⑿⒍⑹	panniers
①⑮⑿⑬⑩	panning
①⑮⑿⑹⑬	pansy
①⑮⑿⑤⒌	panther
①⑮⑿②⒄	panto
①⑮⑿②⑥	pants
①⒁①⑯⑪	papal
①⑯①⑳⑹	papas
①⒇①⒇⑹	pawpaws
①⑯①⒂⑯	papaya
①⒁①⒌⑵	papered
①⒁①⒌⑹	papers
①⑯①⒅⑥	papoose
①⒌⒁⑵⑹	parades
①⒈⑴⒆⑪	parboil
①⒈⑥⑯⑪	parcel
①⒈⑧⑯⑹	parches
①⒈⑧⑬⑩	parching
①⒈⑵⑯⑿	pardon
①⒊⑯⑿②	parent
①⒌⒂⑯⑹	pariahs
①⒊⑬⑩⑹	parings
①⑮⑾⑬⑦	parish
①⒈③⑯⑹	parkas
①⒈③⑬⑩	parking
①⒈⑪⑬⑵	parleyed
①⒈⑪⑬⑹	parleys
①⒈⑪⒌⑹	parlours
①⒈⑪⑯⑥	parlous
①⒌⒄⑪⑵	paroled
①⒌⒄⑪⑹	paroles
①⑮⑾⑬⑵	parried
①⑮⑾⑬⑹	parries
①⑮⑾⑯②	parrot
①⒈⑥⒀⑹	parsees
①⒈⑹⑯⑹	parses
①⒈⑹⑬⑩	parsing
①⒈⑥⑪⑬	parsley
①⒈⑥⑯⑿	parson
①⒈②⒁③	partake
①⒈②⑯⑵	parted
①⒈②⒊⑹	parterres
①⒈⑤⒎⑿	parthian
①⒈⑦⑯⑪	partial
①⒈②⑬⑹	parties
①⒈②⑬⑩	parting
①⒈②⑪⑬	partly
①⒈②⑿⒌	partner
①⒈②⑱③	partook
①⒈②⑼⒁	partway
①⑳⑦⑯⑹	pashas
①⑳⑦②⒄	pashto
①⑮⑥⑬⑻	passage
①⑳⑥⑯⑹	passes
①⑮⑥⑬⑫	passim
①⑳⑥⑬⑩	passing
①⑮⑦⑯⑿	passion
①⑮⑥⑬⑷	passive
①⑳⑥③⒀	passkey
①⑳⑥②⑯	pasta
①⒁⑥②⑥	pastes
①⑳⑥②⒌	pastor
①⑳⑥②⑥	pasts
①⑳⑥⑧⒌	pasture
①⑮⑥②⑬	pasty
①⒁⑥②⑬	pasty
①⑮⑧⑯⑹	patches
①⑮⑧⑬⒌	patchier
①⑮⑧⑬⑩	patching
①⑮②⒁⑹	pates
①⒁⑤⑰⑥	pathos
①⑳⑤⑼⒁	pathway
①⑮②⑬⒄	patio
①⑮②⑼⑳	patois
①⑮②⑯⑵	patted
①⑮②⑯⑿	patten
①⑮②⒌⑵	pattered
①⑮②⒌⑿	pattern
①⑮②⒌⑹	patters
①⑮②⑬⑹	patties
①⑮②⑬⑩	patting
①⒇⑿⑧⑬	paunchy
①⒇①⒌⑹	paupers
①⒇⑹⑯⑹	pauses
①⒇⑹⑬⑩	pausing
①⒁⑷⑬⑩	paving
①⒇⑿⒀⑹	pawnees
①⒇⑿⑬⑩	pawning
①⒁⑵⒁⑹	paydays
①⒁⑵⒋②	paydirt
①⒁⑪⒄⑵	payload
①⒁⑿⑬⑫	paynim
①⒁⑰④⑥	payoffs
①⒁④⒄⑿	payphone
①⒁⑾⒄⑪	payroll
①⒁⑦⒀②	paysheet
①⒀⑧⑯⑹	peaches
①⒀⑧⑬⑩	peaching
①⒀③⑰③	peacock
①⒀④⑲⑪	peafowl
①⒀⑽⑭⑿	peahen
①⒀③⑬⒌	peakier
①⒀③⑬⑩	peaking
①⒀⑪⑬⑩	peeling
①⒀⑿⒃②	peanut
①⒋⑪⑬⒌	pearlier
①⒋⑪⑬⑹	pearlies
①⒋⑪⑬⑩	purling
①⒊⑫⒁⑿	pearmain
①⒀②⑬⒌	peatier
①⑭⑴⑯⑪	pebble
①⑭⑴⑪⑬	pebbly
①⑬③⑮⑿	pecan
①⑭③⒌⑬	peccary
①⑭③⒌⑹	peckers
①⑭③⑬⑩	pecking
①⑭③⑬⑦	peckish
①⑭⑵⑯⑪	pedal
①⑭⑵⑪⒌	pedlar
①⒀⑪⒌⑹	peelers
①⒀①⒌⑹	peepers
①⒀①⑬⑩	peeping
①⒀①⑦⒄	peepshow
①⒀①⑯⑪	people
①⒍⑪⑯⑥	peerless
①⒀⑷⑬⑩	peeving
①⒀⑷⑬⑦	peevish
①⒀⑼⑬②	peewit
①⑭⑶⑬⑩	pegging
①⒁⑿⑼⒈	peignoir
①⑭⑪⒀⑥	pelisse
①⑭⑪⑯②	pellet
①⑭⑪②⑥	pelts
①⒀⑿⑯⑪	penal
①⒀⑿⑬⑥	penis
①⑭⑿⒌⑤	penn'orth
①⑭⑿⑬⑹	pennies
①⑭⑿⑬⑩	penning
①⑭⑿⑯⑿	pennon
①⒎⑿⑬⑻	peonage
①⑭①⒌⑵	peppered
①⑭①⒌⑹	peppers
①⑭①⒌⑬	peppery
①⑭①⑬⑩	pepping
①⒌⑥⒀⑷	perceive
①⒋⑧⑯⑹	perches
①⒋⑧⑬⑩	perching
①⒌④⒉⑥	perforce
①⒌④⒉⑫	perform
①⒋④⒏⑫	perfume
①⒌④⒏⑫	perfume
①⑭⑾⑯⑪	peril
①⒍⒎⑵⑹	periods
①⑭⑾⑬⑦	perish
①⒋⑻⒌⑵	perjured
①⒋⑻⒌⒌	perjurer
①⒋⑻⒌⑹	perjures
①⒋⑻⒌⑬	perjury
①⒋③⑬⒌	perkier
①⒋③⑬⑩	perking
①⒋⑫⑬⑩	perming
①⒋⑫⑬②	permit
①⒌⑫⑬②	permit
①⒌⑫⒏②	permute
①⒋⑺⑯⑿	persian
①⒋⑥⑯⑿	person
①⒌②⒁⑿	pertain
①⒋②⑪⑬	pertly
①⒌②⒋⑴	perturb
①⒌⒅③⑥	perukes
①⒌⒅⑹⑵	perused
①⒌⑷⒁⑵	pervade
①⒌⑷⒋⑥	perverse
①⒋⑷⒋②	pervert
①⒌⑷⒋②	pervert
①⑭⑥③⑬	pesky
①⒁⑥⒄⑹	pesos
①⑭⑥⒌⑬	pessary
①⑭⑥②⒌	pester
①⑭⑥⑯⑪	pestle
①⑭⑥②⑥	pests
①⑭②⑯⑪	petal
①⑬②⒈⑵	petard
①⒀②⒌⑵	petered
①⒀②⒌⑹	peters
①⑯②⒀②	petite
①⑭②⑯⑵	petted
①⑭②⑬⒌	pettier
①⑭②⑬⑩	petting
①⑭②⑬⑦	pettish
①⒁⒄②⑬	peyote
④⑭⑿⑬⑶	pfennig
④⒁②⑯⑿	phaeton
④⑮⑪⑬③	phallic
④⑮⑪⑯⑥	phallus
④⒁⑹⑯⑹	phases
④⒁⑹⑬⑩	phasing
④⒀⑿⑰⑪	phenol
④⒂⑯⑪⑹	phials
④⒄⑴⒎⑹	phobias
④⒄⑿⒀⑫	phoneme
④⒄⑿⑬⑹	phonies
④⑰⑿⑬③	phonic
④⒄⑿⑬⑩	phoning
④⒄②⑰⑿	photon
④⒄②⒄⑹	photos
④⑾⒁⑹⑵	phrased
⑤⒂⑥⑬⑥	phthisis
④⒂⑪⑯⑫	phylum
④⑬⑹⑬③	physic
④⑬⑹⒀③	physique
①⑨⑳⑿⒄	piano
①⑬⑮⑿⒄	piano
①⑬③⒌⑹	pickers
①⑬③⑯②	picket
①⑬③⑬⑩	picking
①⑬③⑯⑪	pickle
①⑬③⒃①	pickup
①⑬③⑧⒌	picture
①⑬⑵⑯⑪	piddle
①⑬⑻⑬⑿	pidgin
①⒀⑥⑯⑹	pieces
①⒀⑥⑬⑩	piecing
①⒍⑥⑯⑹	pierces
①⒍⑥⑬⑩	piercing
①⒀⑭②⑳	pieta
①⒂⑯②⑬	piety
①⑬④⑯⑪	piffle
①⑬⑻⑯⑿	pigeon
①⑬⑶⒌⑬	piggery
①⑬⑶⑬⒌	piggier
①⑬⑶⑬⑹	piggies
①⑬⑶⑬⑩	pigging
①⑬⑶⑬⑦	piggish
①⑬⑶⑫⑬	pygmy
①⑬⑪⑮④	pilaf
①⑬⑪④⒌	pilfer
①⒂⑪⑬⑩	piling
①⑬⑪⑬⑻	pillage
①⑬⑪⒌⑵	pillared
①⑬⑪⒌⑹	pillars
①⑬⑪⒎⑿	pillion
①⑬⑪⒌⑬	pillory
①⑬⑪⒄⑵	pillowed
①⑬⑪⒄⑹	pillows
①⒂⑪⑯②	pilot
①⑬⑫①②	pimped
①⑬⑫①⑥	pimps
①⑬⑿⑥⒌	pincer
①⑬⑿⑧②	pinched
①⑬⑿⑧⒌	pincher
①⒂⑿⒎⑪	pineal
①⑬⑩⑬⑩	pinging
①⒂⑿⑬⑩	pining
①⑬⑩③②	pinked
①⑬⑩③⒌	pinker
①⑬⑩③⑥	pinks
①⑬⑿⑬⑥	pinnace
①⑬⑿⒁②	pinnate
①⑬⑿⑬⑹	pinnies
①⑬⑿⑬⑩	pinning
①⒂⑿②⑥	pints
①⒂⑯⑿⒍	pioneer
①⒂⑯⑿⑹	pions
①⒂①⒌⑹	pipers
①⑬①⑭②	pipette
①⒂①⑬⑩	piping
①⑬①⑬⑿	pippin
①⑬①⑬⑩	pipping
①⑬③⑭②	piquet
①⒂⑾⑯②	pirate
①⑬⑥⑯⑹	pisses
①⑬⑥⑬⑩	pissing
①⑬⑧⒌⑹	pitchers
①⑬⑧⑯⑹	pitches
①⑬⑧⑬⑩	pitching
①⑬②⒎⑥	piteous
①⑬⑤⑬⒌	pithier
①⑬②⑬⑵	pitied
①⑬②⑬⑹	pities
①⒀②⑰⑿	piton
①⑬②⑥⒇	pitsaw
①⑬②⑯⑵	pitted
①⑬②⑬⑩	pitting
①⑬⑷⑯②	pivot
①⑬③⑥⑬	pixie
①⒀②⑥⑯	pizza
①⑪⒁⑥②	placed
①⑪⒁⑶⑵	plagued
①⑪⒁⑶⑹	plagues
①⑪⒁⑶⑬	plaguey
①⑪⑮⑵⑹	plaids
①⑪⒁⑿⑵	planed
①⑪⒁⑿⒌	plainer
①⑪⒁⑿⑹	planes
①⑪⒁⑿②	plaint
①⑪⑮②⑥	plaits
①⑪⑮⑩③	plank
①⑪⑮⑿⑵	planned
①⑪⑮⑿⒌	planner
①⑪⑮⑿⑹	plans
①⑪⑳⑿②	plant
①⑪⑳③⑥	plaques
①⑪⑮⑦②	plashed
①⑪⑮②⒄	plateau
①⑪⒁②⑥	plates
①⑪⑮②⒌	platter
①⑪⒁⑴⒆	playboy
①⑪⒁⒌⑹	players
①⑪⒁⑬⑩	playing
①⑪⑳⑹⑯	plaza
①⑪⒀⑧②	pleached
①⑪⒀⑵⑹	pleads
①⑪⒀⑹⑵	pleased
①⑪⑭⑺⒌	pleasure
①⑪⒀②⑥	pleats
①⑪⑭⑴⑹	plebs
①⑪⑭⑻⑵	pledged
①⑪⒂⒌⑹	pliers
①⑪⒂②⑥	plights
①⑪⑬⑿⑤	plinth
①⑪⑰⑵⒌	plodder
①⑪⑰⑵⑹	plods
①⑪⑰⑩③	plonk
①⑪⑰①②	plopped
①⑪⑰①⑥	plops
①⑪⑰②⑥	plots
①⑪⑰②⒌	plotter
①⑪⑲⑴⒆	ploughboy
①⑪⑲⑬⑩	ploughing
①⑪⑲⑦⒊	ploughshare
①⑪⒃⑷⒌	plover
①⑪⒃③②	plucked
①⑪⒃③⑥	plucks
①⑪⒃③⑬	plucky
①⑪⒃⑶⑵	plugged
①⑪⒃⑶⑹	plugs
①⑪⒃⑫⑵	plumbed
①⑪⒃⑫⒌	plumber
①⑪⒃⑫⑹	plums
①⑪⒅⑫⑵	plumed
①⑪⒅⑫⑹	plumes
①⑪⒃⑫⑬	plummy
①⑪⒃⑫①	plump
①⑪⒃⑿⑻	plunge
①⑪⒃⑩③	plunk
①⑪⒃⑦⒌	plusher
①⑪⒃⑦⑬	plushy
①⑪⒂⑬⑩	plying
①⒄⑧⒌⑹	poachers
①⒄⑧⑯⑹	poaches
①⒄⑧⑬⑩	poaching
①⑰③⑯②	pocket
①⑰⑵⑯⑵	podded
①⑰⑵⑬⑩	podding
①⑰⑻⑬⒌	podgier
①⒄⑵⒎⑫	podium
①⒄⑯⑫⑹	poems
①⒄⑯⑹⑬	poesy
①⒄⑯②⑥	poets
①⒆⑿②⒌	pointer
①⒆⑿②⑥	points
①⒆⑿②⑬	pointy
①⒆⑹⑯⑹	poises
①⒆⑹⑬⑩	poising
①⒆⑹⑯⑿	poison
①⒄③⒌⑹	pokers
①⒄③⑬⒌	pokier
①⒄③⑬⑩	poking
①⑯⑪⒀⑥	police
①⒄⑪⑬⒄	polio
①⑰⑪⑬⑦	polish
①⒄⑪⑬⑦	polish
①⑯⑪⒂②	polite
①⑰⑪③⑯	polka
①⑰⑪⒌⑵	pollard
①⑰⑪⑯⑿	pollen
①⒄⑪⑬⑩	polling
①⑯⑪⒅②	pollute
①⑰⑪⑬①	polyp
①⑰⑪⑬⑹	polys
①⑯⑫⑳⑵	pomade
①⑰⑫⑯⑪	pommel
①⒃⑫⑯⑪	pummel
①⑰⑫⑬⑹	pommies
①⑰⑿⑧⒄	poncho
①⑰⑿⑵⒌	ponder
①⑰⑿⑵⑹	ponds
①⑰⑿⑻⒀	pongee
①⒄⑿⑬⑹	ponies
①⒅⑵⑯⑪	poodle
①⒅⑪⑬⑩	pooling
①⑱⒌⑪⑬	poorly
①⒄①⒌⑬	popery
①⑰①⒂⑵	popeyed
①⒄①⑬⑦	popish
①⑰①⑪⒌	poplar
①⑰①⑯⑹	poppas
①⑰①⑯②	poppet
①⑰①⑬⑹	poppies
①⑰①⑬⑩	popping
①⒉⑧⑯⑹	porches
①⒉⑥⒂⑿	porcine
①⒉③⒌⑹	porkers
①⒉①⑯⑥	porpoise
①⑰⑾⑬⑻	porridge
①⒉②⑬⑻	portage
①⒉②⑯⑪	portal
①⒉②⑯⑵	ported
①⒉②⒌⑹	porters
①⒉②⑬⒊	portiere
①⒉②⑬⑩	porting
①⒉⑦⑯⑿	portion
①⒉②⑪⑬	portly
①⒉②⑾⒁	portray
①⒄⑹⒌⑹	posers
①⒄⑹⑯⑹	poses
①⒄⑹⒋⑹	poseurs
①⑰⑦⑯⑹	poshes
①⑰⑦⑬⑩	poshing
①⒄⑹⑬⑩	posing
①⑰⑹⑬②	posit
①⑰⑥⑬⑹	posses
①⑯⑹⑭⑥	possess
①⑰⑥⑯②	posset
①⑰⑥⑯⑫	possum
①⒄⑥②⒌	poster
①⒄⑥②⑥	posts
①⑰⑥⑧⒌	posture
①⑰②⑮⑦	potash
①⑰②⑴⒆	potboy
①⑰②⒀⑿	poteen
①⑰⑸⒌⑹	pothers
①⒄⑦⑯⑿	potion
①⑰②①⒂	potpie
①⑰②⑬⑻	pottage
①⑰②⑯⑵	potted
①⑰②⒌⑵	pottered
①⑰②⒌⒌	potterer
①⑰②⒌⑹	potters
①⑰②⒌⑬	pottery
①⑰②⑬⒌	pottier
①⑰②⑬⑹	potties
①⑰②⑬⑩	potting
①⑲⑧⑯⑹	pouches
①⑲⑧⑬⑩	pouching
①⑲⑿⑥②	pounced
①⑲⑿⑵⒌	pounder
①⑲②⑯⑵	pouted
①⑲②⑬⑩	pouting
①⑲⑵⒌⑵	powdered
①⑲⑵⒌⑹	powders
①⑲⑵⒌⑬	powdery
①⑲⒌⑬⑩	powering
①⑲⑼⑲⑵	powwowed
①⑲⑼⑲⑹	powwows
①⑾⒀②⒌	praetor
①⑾⒊⑬⑹	prairies
①⑾⒁⑹⑵	praised
①⑾⑮⑫⑹	prams
①⑾⑳⑿⑥	prance
①⑾⑮⑩③	prank
①⑾⒁②⑥	prates
①⑾⒇⑿⑵	prawned
①⑾⒇⑿⑹	prawns
①⑾⒁⑬⑩	praying
①⑾⒀⑧②	preached
①⑾⒀⑧⒌	preacher
①⑾⒁⑥⒀	precis
①⑾⒀⑿⑵	preened
①⑾⒀⑿⑹	preens
①⑾⑬④⒋	prefer
①⑾⑭⑫⒍	premier
①⑾⑬①⒊	prepare
①⑾⒀①⒁	prepay
①⑾⑭①⑥	preps
①⑾⑭⑥②	pressed
①⑾⑭⑦⒌	pressure
①⑾⑬②⑬	pretty
①⑾⒀⑷⒏	preview
①⑾⒂⑥②	priced
①⑾⒂⑥⑬	pricey
①⑾⑬③②	pricked
①⑾⑬③⒌	pricker
①⑾⑬③⑥	pricks
①⑾⒂⑵⑹	prides
①⑾⒀⑥②	priest
①⑾⑬⑶⑹	prigs
①⑾⒀⑫⑯	prima
①⑾⒂⑫⑵	primed
①⑾⒂⑫⒌	primer
①⑾⒂⑫⑹	primes
①⑾⑬⑫⑵	primmed
①⑾⑬⑫⒌	primmer
①⑾⑬⑫①	primp
①⑾⑬⑫⑹	prims
①⑾⑬⑿⑥	prince
①⑾⑬⑩③	prink
①⑾⑬⑿②	print
①⑾⒂⒌⑹	priors
①⑾⒂⒌⑬	priory
①⑾⒂⑹⑵	prized
①⑾⑬⑸⑬	prithee
①⑾⑬⑷⑬	privy
①⑾⒄⑴⑵	probed
①⑾⒄⑴⑹	probes
①⑾⑰⑵⑹	prods
①⑾⑰④⒌	proffer
①⑾⒄⑪⑹	proles
①⑾⑰⑫⑹	proms
①⑾⑰⑩⑵	pronged
①⑾⑰⑩⑹	prongs
①⑾⒅④②	proofed
①⑾⒅④⑥	proofs
①⑾⑰①⒌	proper
①⑾⑰①②	propped
①⑾⑰①⑥	props
①⑾⒄⑹⑬	prosy
①⑾⑲⑵⒌	prouder
①⑾⒅⑷⑵	proved
①⑾⒅⑷⑹	proves
①⑾⑲⑭⑥	prowess
①⑾⑲⑪⑵	prowled
①⑾⑲⑪⒌	prowler
①⑾⑲⑪⑹	prowls
①⑾⑰③⑥	prox
①⑾⒅⑵⑹	prudes
①⑾⒅⑿⑵	pruned
①⑾⒅⑿⑹	prunes
①⑾⒂⑬⑩	prying
⑥⒇⑪②⒌	psalter
⑥⒏⑵⒄⑹	pseudos
⑥⒂③⑬⑹	psyches
⑥⒂③⑬③	psychic
①⒀②⒀⒄	pto
②⒄⑫⒁⑿	ptomaine
①⒏⑴⑬③	pubic
①⒃③⒌⑵	puckered
①⒃③⒌⑹	puckers
①⒃③⑬⑦	puckish
①⑱⑵⑯⑿	pudden
①⑱⑵⑬⑩	pudding
①⒃⑵⑯⑪	puddle
①⒃⑵⑪⒌	puddler
①⒃⑻⑬⒌	pudgier
①⒃④⑬⒌	puffier
①⒃④⑬⑿	puffin
①⒃④⑬⑩	puffing
①⒏③⑬⑩	puking
①⒏⑪⑬⑩	puling
①⑱⑪⑯②	pullet
①⑱⑪⑬⑹	pulleys
①⑱⑪⑬⑩	pulling
①⒃⑪①②	pulped
①⒃⑪①⑥	pulps
①⒃⑪①⑬	pulpy
①⒅⑪③⒁	pulque
①⒃⑪⑥⒈	pulsar
①⒃⑪⑥②	pulsed
①⒏⑫⑯⑹	pumas
①⒃⑫⑬⑥	pumice
①⒃⑫①②	pumped
①⒃⑫①⑥	pumps
①⒃⑿⑧②	punched
①⒏⑿⑬③	punic
①⒏⑿⑬⒌	punier
①⒃⑿⑬⑦	punish
①⒃⑩③⑯	punkah
①⒃⑩③⑥	punks
①⒃⑿⑯②	punnet
①⒃⑿⑬⑩	punning
①⒃⑿②⒌	punter
①⒃⑿②⑥	punts
①⒏①⑯⑹	pupas
①⒏①⑯⑪	pupil
①⒃①⑯②	puppet
①⒃①⑬⑹	puppies
①⒋⑧⑯⑥	purchase
①⑨⑱⒌⒁	puree
①⑨⑱⒌⒌	purer
①⒋⑻⑯⑹	purges
①⒋⑻⑬⑩	purging
①⒋⑪⒏⑹	purlieus
①⒋⑪⒆⑿	purloin
①⒋①⑯⑪	purple
①⒋①⒌②	purport
①⒌①⒉②	purport
①⒋①⑯⑥	purpose
①⒋⑥⒌⑹	pursers
①⒋⑥⑯⑹	purses
①⒋⑥⑬⑩	pursing
①⒌⑥⒏⑵	pursued
①⒌⑥⒏⒌	pursuer
①⒌⑥⒏⑹	pursues
①⒌⑥⒏②	pursuit
①⒌⑷⒁⒌	purveyor
①⒌⑷⒁⑹	purveys
①⒋⑷⒏⑹	purviews
①⑱⑦⑧⒊	pushchair
①⑱⑦⒌⑹	pushers
①⑱⑦⑯⑹	pushes
①⑱⑦⑬⑩	pushing
①⑱⑥⑬⑹	pussies
①⑱⑧⑯⑹	putsches
①⒃②⑯⑵	putted
①⒃②⑬⑹	puttees
①⒃②⒌⑵	puttered
①⒃②⒌⑹	putters
①⒃②⑬⑵	puttied
①⑱②⑬⑩	putting
①⒃②⑬⑩	putting
①⒃⑹⑯⑪	puzzle
①⒃⑹⑪⒌	puzzler
①⒂⑪⑰⑿	pylon
①⒂⑾⒀⑿	pyrene
①⑬⑾⑬③	pyrrhic
①⒂⑤⑯⑿	python
③⒃②⒈⑬	qatari
③⒏⒀⑵⒀	qed
③⑼⑮③②	quacked
③⑼⑮③⑥	quacks
③⑼⑰⑵⑹	quads
③⑼⑰④②	quaffed
